model_id	alphabet_model	rate_model	rsa_scale	controls	contrast	baseline_mean_rsa	baseline_mean_aa_log1p_rate	baseline_estimate	sensitivity_estimate	sensitivity_minus_baseline	paired_draws	excluded_singular_draws	percentile_lower	percentile_upper
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	rsa_at_baseline_mean_aa_log_rate	0.30986614762374826	0.6166660904694471	-0.17405900262353713	-0.17467407235210777	-0.0006150697285706441	2000	0	-0.001767439371885348	0.00028433905204331425
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_at_RSA_025	0.30986614762374826	0.6166660904694471	0.09616114276359425	0.09592992929161753	-0.0002312134719767156	2000	0	-0.007385911653290587	0.006977680347872161
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	rsa_at_aa_log_rate_0	0.30986614762374826	0.6166660904694471	-0.2328721080774002	-0.23853782307469054	-0.00566571499729035	2000	0	-0.013015062788761578	-0.0007745078627113834
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	interaction	0.30986614762374826	0.6166660904694471	0.026626232376488413	0.03461764456037407	0.007991412183885657	2000	0	0.000676312031308885	0.01921676797551339
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_at_baseline_mean_RSA	0.30986614762374826	0.6166660904694471	0.09775515272170933	0.09800235431125533	0.0002472015895459978	2000	0	-0.006932455716409769	0.007758646783297638
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	rsa_at_baseline_mean_aa_log_rate	0.30986614762374826	0.6166660904694471	-0.21645261345386008	-0.21719029554238375	-0.0007376820885236779	2000	0	-0.0017848095149229951	0.00011898784545482317
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_at_RSA_025	0.2650488784086919	0.6052395704588825	0.19595361895192004	0.19562006754832892	-0.00033355140359112023	2000	0	-0.00269309663514031	0.0015534057282907481
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	rsa_at_aa_log_rate_0	0.2650488784086919	0.6052395704588825	-0.19004876391558992	-0.1903816315278777	-0.0003328676122877905	2000	0	-0.005045397564149912	0.0049638654337776505
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	interaction	0.2650488784086919	0.6052395704588825	-0.012048639055666024	-0.008017580006491073	0.004031059049174951	2000	0	-0.0029128938717350155	0.010733786104026397
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_at_baseline_mean_RSA	0.2650488784086919	0.6052395704588825	0.1957723004477811	0.19549941196167928	-0.00027288848610182437	2000	0	-0.0026257362513970404	0.0015814190017328187
