taxon_id	species_name	study_role	lineage	input_models	retained_models	deferred_models	retained_representatives	retained_nonself_members	retained_fraction	nonself_retained_fraction	input_markers	retained_markers	input_taxa	retained_taxa
F209281	Thelotrema lepadinum	ingroup	Ascomycota;Lecanoromycetes;Ostropales;Graphidaceae;Thelotrema	28	26	2	7	19	0.9285714285714286	0.9047619047619048	28	26	1	1
F703506	Patellaria atrata	ingroup	Ascomycota;Dothideomycetes;Patellariales;Patellariaceae;Patellaria	118	113	5	11	102	0.9576271186440678	0.9532710280373832	118	113	1	1
F669869	Lobaria immixta	ingroup	Ascomycota;Lecanoromycetes;Peltigerales;Lobariaceae;Lobaria	28	25	3	8	17	0.8928571428571429	0.85	28	25	1	1
F52883	Peltigera leucophlebia	ingroup	Ascomycota;Lecanoromycetes;Peltigerales;Peltigeraceae;Peltigera	28	24	4	5	19	0.8571428571428571	0.8260869565217391	28	24	1	1
F169141	Pseudocyphellaria aurata	ingroup	Ascomycota;Lecanoromycetes;Peltigerales;Lobariaceae;Pseudocyphellaria	28	25	3	9	16	0.8928571428571429	0.8421052631578947	28	25	1	1
F443868	Agyrium rufum	ingroup	Ascomycota;Lecanoromycetes;Pertusariales;Pertusariaceae;Agyrium	28	26	2	9	17	0.9285714285714286	0.8947368421052632	28	26	1	1
F1006475	Circinaria calcarea	ingroup	Ascomycota;Lecanoromycetes;Pertusariales;Megasporaceae;Circinaria	29	24	5	8	16	0.8275862068965517	0.7619047619047619	29	24	1	1
F90408	Icmadophila ericetorum	ingroup	Ascomycota;Lecanoromycetes;Pertusariales;Icmadophilaceae;Icmadophila	28	21	7	4	17	0.75	0.7083333333333334	28	21	1	1
F1174673	Morchella importuna	ingroup	Ascomycota;Pezizomycetes;Pezizales;Morchellaceae;Morchella	28	24	4	5	19	0.8571428571428571	0.8260869565217391	28	24	1	1
F43433	Tricharina praecox	ingroup	Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Tricharina	28	20	8	5	15	0.7142857142857143	0.6521739130434783	28	20	1	1
F39416	Tuber melanosporum	ingroup	Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber	116	112	4	15	97	0.9655172413793104	0.9603960396039604	116	112	1	1
F158046	Phaeomoniella chlamydospora	ingroup	Ascomycota;Eurotiomycetes;Phaeomoniellales;Phaeomoniellaceae;Phaeomoniella	113	104	9	13	91	0.9203539823008849	0.91	113	104	1	1
F703511	Trichodelitschia bisporula	ingroup	Ascomycota;Dothideomycetes;Phaeotrichales;Phaeotrichaceae;Trichodelitschia	122	115	7	8	107	0.9426229508196722	0.9385964912280702	122	115	1	1
F4927	Hansenula anomala	ingroup	Ascomycota;Saccharomycetes;Phaffomycetales;Wickerhamomycetaceae;Hansenula	114	107	7	14	93	0.9385964912280702	0.93	114	107	1	1
F599730	Waltiozyma pijperi	ingroup	Ascomycota;Saccharomycetes;Phaffomycetales;Wickerhamomycetaceae;Waltiozyma	118	113	5	9	104	0.9576271186440678	0.9541284403669725	118	113	1	1
F4903	Williopsis jadinii	ingroup	Ascomycota;Saccharomycetes;Phaffomycetales;Wickerhamomycetaceae;Williopsis	119	114	5	10	104	0.957983193277311	0.9541284403669725	119	114	1	1
F1825666	Phyllachora maydis	ingroup	Ascomycota;Sordariomycetes;Phyllachorales;Phyllachoraceae;Phyllachora	104	98	6	20	78	0.9423076923076923	0.9285714285714286	104	98	1	1
F1276059	Polystigma amygdalinum	ingroup	Ascomycota;Sordariomycetes;Phyllachorales;Phyllachoraceae;Polystigma	28	25	3	6	19	0.8928571428571429	0.8636363636363636	28	25	1	1
F13502	Brettanomyces nanus	ingroup	Ascomycota;Pichiomycetes;Pichiales;Pichiaceae;Brettanomyces	119	114	5	10	104	0.957983193277311	0.9541284403669725	119	114	1	1
F1005962	Ogataea parapolymorpha	ingroup	Ascomycota;Pichiomycetes;Pichiales;Pichiaceae;Ogataea	119	114	5	11	103	0.957983193277311	0.9537037037037037	119	114	1	1
F4909	Pichia kudriavzevii	ingroup	Ascomycota;Pichiomycetes;Pichiales;Pichiaceae;Pichia	119	115	4	16	99	0.9663865546218487	0.9611650485436893	119	115	1	1
F48095	Alternaria dauci	ingroup	Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria	28	23	5	5	18	0.8214285714285714	0.782608695652174	28	23	1	1
F5454	Ascochyta rabiei	ingroup	Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Ascochyta	99	92	7	5	87	0.9292929292929293	0.925531914893617	99	92	1	1
F5022	Plenodomus lingam	ingroup	Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Plenodomus	89	83	6	9	74	0.9325842696629213	0.925	89	83	1	1
F4754	Pneumocystis carinii	ingroup	Ascomycota;Pneumocystomycetes;Pneumocystales;Pneumocystaceae;Pneumocystis	120	113	7	14	99	0.9416666666666667	0.9339622641509434	120	113	1	1
F42068	Pneumocystis jirovecii	ingroup	Ascomycota;Pneumocystomycetes;Pneumocystales;Pneumocystaceae;Pneumocystis	120	113	7	11	102	0.9416666666666667	0.9357798165137615	120	113	1	1
F263815	Pneumocystis murina	ingroup	Ascomycota;Pneumocystomycetes;Pneumocystales;Pneumocystaceae;Pneumocystis	121	111	10	9	102	0.9173553719008265	0.9107142857142857	121	111	1	1
F2977754	Pyrenula ochraceoflavens	ingroup	Ascomycota;Eurotiomycetes;Pyrenulales;Pyrenulaceae;Pyrenula	28	24	4	4	20	0.8571428571428571	0.8333333333333334	28	24	1	1
F3060298	Pyrenula sp. 1 TL-2023	ingroup	Ascomycota;Eurotiomycetes;Pyrenulales;Pyrenulaceae;Pyrenula	28	23	5	6	17	0.8214285714285714	0.7727272727272727	28	23	1	1
F1453789	Toensbergia leucococca	ingroup	Ascomycota;Lecanoromycetes;Rhizocarpales;Sporastatiaceae;Toensbergia	28	24	4	5	19	0.8571428571428571	0.8260869565217391	28	24	1	1
F706196	Saccharomyces arboricola	ingroup	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	102	95	7	7	88	0.9313725490196079	0.9263157894736842	102	95	1	1
F4932	Saccharomyces cerevisiae	ingroup	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	123	115	8	11	104	0.9349593495934959	0.9285714285714286	123	115	1	1
F332112	Saccharomyces cerevisiae x Saccharomyces kudriavzevii	ingroup	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	42	40	2	7	33	0.9523809523809523	0.9428571428571428	42	40	1	1
F1080349	Saccharomyces eubayanus	ingroup	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	34	33	1	7	26	0.9705882352941176	0.9629629629629629	34	33	1	1
F114524	Saccharomyces kudriavzevii	ingroup	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	119	111	8	8	103	0.9327731092436975	0.9279279279279279	119	111	1	1
F114525	Saccharomyces mikatae	ingroup	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	10	10	0	0	10	1.0	1.0	10	10	1	1
F27291	Saccharomyces paradoxus	ingroup	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	34	32	2	5	27	0.9411764705882353	0.9310344827586207	34	32	1	1
F27292	Saccharomyces pastorianus	ingroup	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	14	12	2	0	12	0.8571428571428571	0.8571428571428571	14	12	1	1
F230603	Saccharomyces uvarum	ingroup	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	39	38	1	7	31	0.9743589743589743	0.96875	39	38	1	1
F29833	Hanseniaspora uvarum	ingroup	Ascomycota;Saccharomycetes;Saccharomycodales;Saccharomycodaceae;Hanseniaspora	36	33	3	9	24	0.9166666666666666	0.8888888888888888	36	33	1	1
F56409	Hanseniaspora vineae	ingroup	Ascomycota;Saccharomycetes;Saccharomycodales;Saccharomycodaceae;Hanseniaspora	28	28	0	7	21	1.0	1.0	28	28	1	1
F36035	Saccharomycodes ludwigii	ingroup	Ascomycota;Saccharomycetes;Saccharomycodales;Saccharomycodaceae;Saccharomycodes	34	32	2	8	24	0.9411764705882353	0.9230769230769231	34	32	1	1
F1099800	Saitoella coloradoensis	ingroup	Ascomycota;Saitoellomycetes;Saitoellales;Saitoellaceae;Saitoella	28	25	3	5	20	0.8928571428571429	0.8695652173913043	28	25	1	1
F5606	Saitoella complicata	ingroup	Ascomycota;Saitoellomycetes;Saitoellales;Saitoellaceae;Saitoella	36	34	2	6	28	0.9444444444444444	0.9333333333333333	36	34	1	1
F273283	Sarea resinae	ingroup	Ascomycota;Sareomycetes;Sareales;Zythiaceae;Sarea	28	24	4	3	21	0.8571428571428571	0.84	28	24	1	1
F400354	Loxospora ochrophaea	ingroup	Ascomycota;Lecanoromycetes;Sarrameanales;Sarrameanaceae;Loxospora	28	24	4	7	17	0.8571428571428571	0.8095238095238095	28	24	1	1
F1042397	Schaereria dolodes	ingroup	Ascomycota;Lecanoromycetes;Sarrameanales;Schaereria	28	22	6	8	14	0.7857142857142857	0.7	28	22	1	1
F4897	Schizosaccharomyces japonicus	ingroup	Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces	7	6	1	1	5	0.8571428571428571	0.8333333333333334	7	6	1	1
F2545709	Schizosaccharomyces osmophilus	ingroup	Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces	8	7	1	1	6	0.875	0.8571428571428571	8	7	1	1
F4896	Schizosaccharomyces pombe	ingroup	Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces	7	6	1	2	4	0.8571428571428571	0.8	7	6	1	1
F241526	Candida africana	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	28	26	2	4	22	0.9285714285714286	0.9166666666666666	28	26	1	1
F5476	Candida albicans	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	7	7	0	0	7	1.0	1.0	7	7	1	1
F42374	Candida dubliniensis	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	7	7	0	0	7	1.0	1.0	7	7	1	1
F5479	Candida maltosa	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	34	34	0	8	26	1.0	1.0	34	34	1	1
F5482	Candida tropicalis	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	6	6	0	0	6	1.0	1.0	6	6	1	1
F5486	Candida viswanathii	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	6	6	0	3	3	1.0	1.0	6	6	1	1
F2609844	Podospora pseudoanserina	ingroup	Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Podospora	28	28	0	5	23	1.0	1.0	28	28	1	1
F72144	Remersonia thermophila	ingroup	Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Remersonia	29	28	1	7	21	0.9655172413793104	0.9545454545454546	29	28	1	1
F5147	Sordaria macrospora	ingroup	Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Sordaria	18	15	3	1	14	0.8333333333333334	0.8235294117647058	18	15	1	1
F2754530	Protomyces lactucae-debilis	ingroup	Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;Protomyces	8	7	1	1	6	0.875	0.8571428571428571	8	7	1	1
F5011	Taphrina deformans	ingroup	Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina	7	7	0	2	5	1.0	1.0	7	7	1	1
F1145299	Brigantiaea leucoxantha	ingroup	Ascomycota;Lecanoromycetes;Teloschistales;Brigantiaeaceae;Brigantiaea	28	27	1	11	16	0.9642857142857143	0.9411764705882353	28	27	1	1
F1145321	Letrouitia subvulpina	ingroup	Ascomycota;Lecanoromycetes;Teloschistales;Letrouitiaceae;Letrouitia	28	23	5	8	15	0.8214285714285714	0.75	28	23	1	1
F116982	Xanthoria calcicola	ingroup	Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria	28	24	4	6	18	0.8571428571428571	0.8181818181818182	28	24	1	1
F3342545	Pseudogymnoascus australis	ingroup	Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus	29	26	3	4	22	0.896551724137931	0.88	29	26	1	1
F655981	Pseudogymnoascus destructans	ingroup	Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus	17	15	2	2	13	0.8823529411764706	0.8666666666666667	17	15	1	1
F342668	Pseudogymnoascus verrucosus	ingroup	Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus	8	7	1	0	7	0.875	0.875	8	7	1	1
F1116844	Thelocarpon impressellum	ingroup	Ascomycota;Thelocarpales;Thelocarpaceae;Thelocarpon	28	22	6	5	17	0.7857142857142857	0.7391304347826086	28	22	1	1
F2939404	Thelocarpon superellum	ingroup	Ascomycota;Thelocarpales;Thelocarpaceae;Thelocarpon	28	25	3	6	19	0.8928571428571429	0.8636363636363636	28	25	1	1
F1093900	Thyridium curvatum	ingroup	Ascomycota;Sordariomycetes;Thyridiales;Thyridiaceae;Thyridium	8	8	0	1	7	1.0	1.0	8	8	1	1
F223192	Phaeoacremonium minimum	ingroup	Ascomycota;Sordariomycetes;Togniniales;Togniniaceae;Phaeoacremonium	8	7	1	1	6	0.875	0.8571428571428571	8	7	1	1
F2918522	Lignoscripta atroalba	ingroup	Ascomycota;Lecanoromycetes;Trapeliales;Trapeliaceae;Lignoscripta	28	21	7	7	14	0.75	0.6666666666666666	28	21	1	1
F129515	Trapelia coarctata	ingroup	Ascomycota;Lecanoromycetes;Trapeliales;Trapeliaceae;Trapelia	28	23	5	3	20	0.8214285714285714	0.8	28	23	1	1
F51930	Tortispora caseinolytica	ingroup	Ascomycota;Trigonopsidomycetes;Trigonopsidales;Trigonopsidaceae;Tortispora	7	7	0	1	6	1.0	1.0	7	7	1	1
F2939406	Bogoriella megaspora	ingroup	Ascomycota;Dothideomycetes;Trypetheliales;Trypetheliaceae;Bogoriella	28	24	4	8	16	0.8571428571428571	0.8	28	24	1	1
F364730	Trypethelium subeluteriae	ingroup	Ascomycota;Dothideomycetes;Trypetheliales;Trypetheliaceae;Trypethelium	28	25	3	7	18	0.8928571428571429	0.8571428571428571	28	25	1	1
F1048519	Viridothelium virens	ingroup	Ascomycota;Dothideomycetes;Trypetheliales;Trypetheliaceae;Viridothelium	8	8	0	3	5	1.0	1.0	8	8	1	1
F318760	Hypocenomyce scalaris	ingroup	Ascomycota;Lecanoromycetes;Umbilicariales;Ophioparmaceae;Hypocenomyce	28	25	3	8	17	0.8928571428571429	0.85	28	25	1	1
F136370	Lasallia pustulata	ingroup	Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Lasallia	36	33	3	8	25	0.9166666666666666	0.8928571428571429	36	33	1	1
F87287	Umbilicaria vellea	ingroup	Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria	28	27	1	6	21	0.9642857142857143	0.9545454545454546	28	27	1	1
F1048955	Tothia fuscella	ingroup	Ascomycota;Dothideomycetes;Venturiales;Cylindrosympodiaceae;Tothia	8	8	0	0	8	1.0	1.0	8	8	1	1
F50376	Venturia effusa	ingroup	Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Venturia	7	6	1	0	6	0.8571428571428571	0.8571428571428571	7	6	1	1
F253628	Verruconis gallopava	ingroup	Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;Verruconis	8	8	0	0	8	1.0	1.0	8	8	1	1
F364733	Endocarpon pusillum	ingroup	Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Endocarpon	7	6	1	0	6	0.8571428571428571	0.8571428571428571	7	6	1	1
F2939408	Vezdaea acicularis	ingroup	Ascomycota;Vezdaeales;Vezdaeaceae;Vezdaea	28	22	6	5	17	0.7857142857142857	0.7391304347826086	28	22	1	1
F2939405	Vezdaea aestivalis	ingroup	Ascomycota;Vezdaeales;Vezdaeaceae;Vezdaea	28	24	4	7	17	0.8571428571428571	0.8095238095238095	28	24	1	1
F326681	Hypoxylon trugodes	ingroup	Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Hypoxylon	28	24	4	2	22	0.8571428571428571	0.8461538461538461	28	24	1	1
F1682393	Microdochium trichocladiopsis	ingroup	Ascomycota;Sordariomycetes;Xylariales;Microdochiaceae;Microdochium	8	7	1	0	7	0.875	0.875	8	7	1	1
F326684	Xylaria bambusicola	ingroup	Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria	28	25	3	5	20	0.8928571428571429	0.8695652173913043	28	25	1	1
F1130053	Cirrosporium novae-zelandiae	ingroup	Ascomycota;Xylobotryomycetes;Xylobotryales;Cirrosporiaceae;Cirrosporium	28	23	5	5	18	0.8214285714285714	0.782608695652174	28	23	1	1
F1217826	Xylona heveae	ingroup	Ascomycota;Xylonomycetes;Xylonales;Xylonaceae;Xylona	8	8	0	1	7	1.0	1.0	8	8	1	1
F423460	Basidiobolus meristosporus	ingroup	Basidiobolomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus	7	7	0	1	6	1.0	1.0	7	7	1	1
F34480	Basidiobolus ranarum	ingroup	Basidiobolomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus	28	26	2	6	20	0.9285714285714286	0.9090909090909091	28	26	1	1
F87326	Amanita brunnescens	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	27	25	2	5	20	0.9259259259259259	0.9090909090909091	27	25	1	1
F933333	Amanita inopinata	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	28	26	2	3	23	0.9285714285714286	0.92	28	26	1	1
F41956	Amanita muscaria	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	35	31	4	3	28	0.8857142857142857	0.875	35	31	1	1
F67723	Amanita phalloides	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	28	26	2	2	24	0.9285714285714286	0.9230769230769231	28	26	1	1
F1004511	Amanita polypyramis	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	29	23	6	4	19	0.7931034482758621	0.76	29	23	1	1
F71933	Amanita rubescens	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	28	25	3	4	21	0.8928571428571429	0.875	28	25	1	1
F235537	Amanita thiersii	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	8	8	0	1	7	1.0	1.0	8	8	1	1
F89243	Laccaria amethystina	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria	12	12	0	4	8	1.0	1.0	12	12	1	1
F29883	Laccaria bicolor	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria	8	8	0	2	6	1.0	1.0	8	8	1	1
F44565	Sterigmatomyces hyphaenes	ingroup	Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Agaricostilbaceae;Sterigmatomyces	28	25	3	4	21	0.8928571428571429	0.875	28	25	1	1
F2831993	Plicatura crispa	ingroup	Basidiomycota;Agaricomycetes;Amylocorticiales;Amylocorticiaceae;Plicatura	36	34	2	5	29	0.9444444444444444	0.9354838709677419	36	34	1	1
F1759441	Athelia psychrophila	ingroup	Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia	13	12	1	1	11	0.9230769230769231	0.9166666666666666	13	12	1	1
F2748771	Athelia sp. TMB	ingroup	Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia	23	22	1	5	17	0.9565217391304348	0.9444444444444444	23	22	1	1
F80663	Piloderma croceum	ingroup	Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Piloderma	6	6	0	0	6	1.0	1.0	6	6	1	1
F1938712	Atractiella rhizophila	ingroup	Basidiomycota;Atractiellomycetes;Atractiellales;Hoehnelomycetaceae;Atractiella	28	26	2	6	20	0.9285714285714286	0.9090909090909091	28	26	1	1
F1331295	Auricularia subglabra	ingroup	Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Auricularia	31	28	3	5	23	0.9032258064516129	0.8846153846153846	31	28	1	1
F2829486	Auriculariales sp. MPI-PUGE-AT-0066	ingroup	Basidiomycota;Agaricomycetes;Auriculariales	28	24	4	7	17	0.8571428571428571	0.8095238095238095	28	24	1	1
F5219	Exidia glandulosa	ingroup	Basidiomycota;Agaricomycetes;Auriculariales;Exidiaceae;Exidia	7	7	0	2	5	1.0	1.0	7	7	1	1
F48563	Suillus bovinus	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	28	25	3	4	21	0.8928571428571429	0.875	28	25	1	1
F48565	Suillus brevipes	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	28	24	4	2	22	0.8571428571428571	0.8461538461538461	28	24	1	1
F1904413	Suillus clintonianus	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	28	22	6	3	19	0.7857142857142857	0.76	28	22	1	1
F1912936	Suillus discolor	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	8	8	0	1	7	1.0	1.0	8	8	1	1
F1912939	Suillus fuscotomentosus	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	8	8	0	1	7	1.0	1.0	8	8	1	1
F48578	Suillus paluster	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	28	25	3	2	23	0.8928571428571429	0.8846153846153846	28	25	1	1
F116603	Suillus plorans	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	8	7	1	0	7	0.875	0.875	8	7	1	1
F48586	Suillus subalutaceus	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	28	26	2	4	22	0.9285714285714286	0.9166666666666666	28	26	1	1
F48587	Suillus subaureus	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	7	7	0	1	6	1.0	1.0	7	7	1	1
F48593	Suillus weaverae	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	28	24	4	1	23	0.8571428571428571	0.8518518518518519	28	24	1	1
F264124	Botryobasidium botryosum	ingroup	Basidiomycota;Agaricomycetes;Cantharellales;Botryobasidiaceae;Botryobasidium	8	8	0	0	8	1.0	1.0	8	8	1	1
F1750568	Cantharellus anzutake	ingroup	Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Cantharellus	28	27	1	6	21	0.9642857142857143	0.9545454545454546	28	27	1	1
