taxon_id	species_name	aligned_candidate_entries	BRF1_detected_entries	BRF1_not_detected_entries	both_evidence_classes_present	selected_focal_entries	selected_focal_classes	curated_hybrid_taxon
F5414	Erythrobasidium hasegawianum	3	1	2	True	1	BRF1_detected	False
F54195	Ascoidea rubescens	2	1	1	True	1	BRF1_detected	False
F5454	Ascochyta rabiei	2	1	1	True	1	BRF1_detected	False
F5476	Candida albicans	3	1	2	True	1	BRF1_detected	False
F5479	Candida maltosa	3	1	2	True	1	BRF1_detected	False
F5482	Candida tropicalis	3	1	2	True	1	BRF1_detected	False
F5486	Candida viswanathii	6	2	4	True	0		False
F549676	Trichoderma evansii	2	1	1	True	1	BRF1_detected	False
F5507	Fusarium oxysporum	2	1	1	True	1	BRF1_detected	False
F5518	Fusarium graminearum	2	1	1	True	1	BRF1_detected	False
F552467	Cryptococcus bacillisporus	2	1	1	True	1	BRF1_detected	False
F5544	Trichoderma harzianum	2	1	1	True	1	BRF1_detected	False
F5570	Cenococcum geophilum	2	1	1	True	1	BRF1_detected	False
F5580	Aureobasidium pullulans	2	1	1	True	1	BRF1_detected	False
F560253	Letharia lupina	2	1	1	True	1	BRF1_detected	False
F5606	Saitoella complicata	2	1	1	True	1	BRF1_detected	False
F5619	Cryptococcus wingfieldii	2	1	1	True	1	BRF1_detected	False
F5630	Laetiporus sulphureus	2	1	1	True	1	BRF1_detected	False
F56409	Hanseniaspora vineae	2	1	1	True	1	BRF1_detected	False
F56493	Thelephora terrestris	2	1	1	True	1	BRF1_detected	False
F574656	Recurvomyces mirabilis	2	1	1	True	1	BRF1_detected	False
F574677	Sympodiomycopsis kandeliae	2	1	1	True	1	BRF1_detected	False
F574774	Glonium stellatum	2	1	1	True	1	BRF1_detected	False
F574789	Mytilinidion resinicola	2	1	1	True	1	BRF1_detected	False
F578093	Lineolata rhizophorae	1	1	0	False	1	BRF1_detected	False
F58291	Rhizopus microsporus	2	1	1	True	1	BRF1_detected	False
F58853	Trichoderma citrinoviride	2	1	1	True	1	BRF1_detected	False
F588596	Rhizophagus irregularis	2	1	1	True	1	BRF1_detected	False
F58919	Tilletiopsis washingtonensis	2	1	1	True	1	BRF1_detected	False
F599730	Waltiozyma pijperi	2	1	1	True	1	BRF1_detected	False
F599839	Fibroporia radiculosa	2	1	1	True	1	BRF1_detected	False
F60197	Cronartium quercuum	5	1	4	True	1	BRF1_detected	False
F6035	Encephalitozoon cuniculi	2	1	1	True	1	BRF1_detected	False
F6039	Vairimorpha necatrix	2	0	2	False	1	BRF1_not_detected	False
F604196	Linnemannia exigua	2	1	1	True	1	BRF1_detected	False
F610337	Naganishia cerealis	3	2	1	True	0		False
F61273	Ophiostoma piceae	2	1	1	True	1	BRF1_detected	False
F61395	Linderina pennispora	2	0	2	False	0		False
F61397	Kickxella alabastrina	4	1	3	True	1	BRF1_detected	False
F61424	Furculomyces boomerangus	3	1	2	True	1	BRF1_detected	False
F63146	Calocera viscosa	2	1	1	True	1	BRF1_detected	False
F63378	Exobasidium rhododendri	2	1	1	True	1	BRF1_detected	False
F63402	Nannizzia gypsea	2	1	1	True	1	BRF1_detected	False
F63577	Trichoderma atroviride	2	1	1	True	1	BRF1_detected	False
F64504	Allomyces arbusculus	3	1	2	True	1	BRF1_detected	False
F64505	Allomyces javanicus	1	1	0	False	1	BRF1_detected	False
F64517	Rhizophlyctis rosea	3	1	2	True	1	BRF1_detected	False
F64525	Podila minutissima	2	1	1	True	1	BRF1_detected	False
F64526	Umbelopsis nana	2	1	1	True	1	BRF1_detected	False
F64571	Lobosporangium transversale	2	1	1	True	1	BRF1_detected	False
F64632	Mycotypha africana	2	1	1	True	1	BRF1_detected	False
F65468	Trichoderma ghanense	2	1	1	True	1	BRF1_detected	False
F655981	Pseudogymnoascus destructans	2	1	1	True	1	BRF1_detected	False
F65672	Serendipita indica	2	1	1	True	1	BRF1_detected	False
F658196	Glomus cerebriforme	2	1	1	True	1	BRF1_detected	False
F669869	Lobaria immixta	2	1	1	True	1	BRF1_detected	False
F67723	Amanita phalloides	2	1	1	True	1	BRF1_detected	False
F68786	Sphaerobolus stellatus	2	1	1	True	1	BRF1_detected	False
F69979	Phyllozyma linderae	1	0	1	False	1	BRF1_not_detected	False
F703497	Microthyrium microscopicum	2	1	1	True	1	BRF1_detected	False
F703506	Patellaria atrata	2	1	1	True	1	BRF1_detected	False
F703511	Trichodelitschia bisporula	2	1	1	True	1	BRF1_detected	False
F70536	Edhazardia aedis	1	0	1	False	0		False
F705562	Polychaeton citri	2	1	1	True	1	BRF1_detected	False
F706196	Saccharomyces arboricola	1	0	1	False	1	BRF1_not_detected	False
F708070	Mucor velutinosus	3	1	2	True	1	BRF1_detected	False
F710243	Colletotrichum fioriniae	2	1	1	True	1	BRF1_detected	False
F71933	Amanita rubescens	1	1	0	False	1	BRF1_detected	False
F72144	Remersonia thermophila	2	1	1	True	1	BRF1_detected	False
F741139	Lepidopterella palustris	2	1	1	True	1	BRF1_detected	False
F746128	Aspergillus fumigatus	2	1	1	True	1	BRF1_detected	False
F76012	Neoconidiobolus thromboides	2	0	2	False	1	BRF1_not_detected	False
F76775	Malassezia restricta	2	1	1	True	1	BRF1_detected	False
F76777	Malassezia sympodialis	1	0	1	False	1	BRF1_not_detected	False
F77020	Malassezia pachydermatis	2	1	1	True	1	BRF1_detected	False
F78915	Thamnocephalis sphaerospora	2	1	1	True	1	BRF1_detected	False
F78921	Tieghemiomyces parasiticus	4	1	3	True	0		False
F796027	Sugiyamaella lignohabitans	2	1	1	True	1	BRF1_detected	False
F796604	Microbotryum silenes-dioicae	2	1	1	True	1	BRF1_detected	False
F80663	Piloderma croceum	2	1	1	True	1	BRF1_detected	False
F80884	Colletotrichum higginsianum	2	1	1	True	1	BRF1_detected	False
F82268	Hyaloraphidium curvatum	1	1	0	False	1	BRF1_detected	False
F82508	Trichosporon asahii	2	1	1	True	1	BRF1_detected	False
F84751	Pseudozyma flocculosa	2	1	1	True	1	BRF1_detected	False
F84753	Moesziomyces antarcticus	2	1	1	True	1	BRF1_detected	False
F87287	Umbilicaria vellea	2	1	1	True	1	BRF1_detected	False
F87326	Amanita brunnescens	2	1	1	True	1	BRF1_detected	False
F89243	Laccaria amethystina	2	1	1	True	1	BRF1_detected	False
F89922	Naganishia friedmannii	2	1	1	True	1	BRF1_detected	False
F90408	Icmadophila ericetorum	2	1	1	True	1	BRF1_detected	False
F911321	Calcarisporiella thermophila	2	1	1	True	1	BRF1_detected	False
F91480	Alyxoria varia	2	1	1	True	1	BRF1_not_detected	False
F91625	Umbelopsis isabellina	2	1	1	True	1	BRF1_detected	False
F91930	Coniochaeta hoffmannii	2	1	1	True	1	BRF1_detected	False
F92988	Neophaeotheca triangularis	2	1	1	True	1	BRF1_detected	False
F933333	Amanita inopinata	2	1	1	True	1	BRF1_detected	False
F945690	Coelomomyces lativittatus	2	1	1	True	1	BRF1_detected	False
F97331	Arthrobotrys flagrans	2	1	1	True	1	BRF1_detected	False
F979620	Dissophora ornata	2	1	1	True	1	BRF1_detected	False
F979690	Gryganskiella cystojenkinii	2	1	1	True	1	BRF1_detected	False
F979761	Lunasporangiospora selenospora	2	1	1	True	1	BRF1_detected	False
F984962	Heterobasidion irregulare	2	1	1	True	1	BRF1_detected	False
F994334	Jimgerdemannia flammicorona	1	0	1	False	1	BRF1_not_detected	False
O10228	Trichoplax adhaerens	2	1	1	True	1	BRF1_detected	False
O133409	Polysphondylium violaceum	2	1	1	True	1	BRF1_detected	False
O192875	Capsaspora owczarzaki	2	1	1	True	1	BRF1_detected	False
O225164	Lottia gigantea	1	0	1	False	0		False
O2700040	Branchiostoma floridae	2	1	1	True	1	BRF1_detected	False
O27923	Mnemiopsis leidyi	2	1	1	True	1	BRF1_detected	False
O283909	Capitella teleta	1	0	1	False	0		False
O400682	Amphimedon queenslandica	2	1	1	True	1	BRF1_detected	False
O44689	Dictyostelium discoideum	2	1	1	True	1	BRF1_detected	False
O45351	Nematostella vectensis	2	1	1	True	1	BRF1_detected	False
O5755	Acanthamoeba castellanii	2	0	2	False	0		False
O5786	Dictyostelium purpureum	2	1	1	True	1	BRF1_detected	False
O6239	Caenorhabditis elegans	2	1	1	True	0		False
O691883	Fonticula alba	1	0	1	False	0		False
O72019	Sphaeroforma arctica	2	1	1	True	1	BRF1_detected	False
O7227	Drosophila melanogaster	2	1	1	True	0		False
O81824	Monosiga brevicollis	1	0	1	False	0		False
O946362	Salpingoeca rosetta	2	1	1	True	1	BRF1_detected	False
OFS1403592	Creolimax fragrantissima	2	1	1	True	1	BRF1_detected	False
OFS5426470	Corallochytrium limacisporum	1	1	0	False	1	BRF1_detected	False
OFS5426494	Chromosphaera perkinsii	4	1	3	True	1	BRF1_detected	False
