taxon_id	species_name	study_role	assembly_accession	match_status	queried_genus	source_genus	source_rank	source_record_id	source_excel_rows	source_doi	source_phylum	source_class	source_family	taxon_identity_flags	source_genus_comment_present	source_lifestyle_comment_present	species_verified	eligible_for_confirmatory_tests	candidate_primary_lifestyle	candidate_secondary_lifestyle	candidate_endophytic_capability	candidate_plant_pathogenic_capacity	candidate_decay_substrate	candidate_decay_type	candidate_aquatic_habitat	candidate_animal_biotrophic_capacity	candidate_growth_form	candidate_fruitbody_type
F84751	Pseudozyma flocculosa	ingroup	GCF_000417875.1	genus_candidate_requires_species_verification	Pseudozyma	Pseudozyma	genus	jrk07218	9948	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Ustilaginomycetes	Ustilaginaceae		False	True	False	False	epiphyte	foliar_endophyte	foliar_endophyte		leaf/fruit/seed,fungal_material		partly_aquatic		yeast	
F280036	Sporisorium graminicola	ingroup	GCF_005498985.1	genus_candidate_requires_species_verification	Sporisorium	Sporisorium	genus	jrk08275	9950	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Ustilaginomycetes	Ustilaginaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	smut
F1882483	Testicularia cyperi	ingroup	GCA_003144125.1	genus_candidate_requires_species_verification	Testicularia	Testicularia	genus	jrk08721	9912	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Ustilaginomycetes	Anthracoideaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	smut
F120017	Ustilago hordei	ingroup	GCF_900519145.1	genus_candidate_requires_species_verification	Ustilago	Ustilago	genus	jrk09201	9955	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Ustilaginomycetes	Ustilaginaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			partly_aquatic		dimorphic_yeast	smut
F1673888	Violaceomyces palustris	ingroup	GCA_003144235.1	genus_candidate_requires_species_verification	Violaceomyces	Violaceomyces	genus	jrk09341	9960	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Ustilaginomycetes	Violaceomycetaceae		False	False	False	False	epiphyte	litter_saprotroph	no_endophytic_capacity		leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)		yeast	none
F1708542	Wallemia canadensis	ingroup	GCA_056320075.1	genus_candidate_requires_species_verification	Wallemia	Wallemia	genus	jrk09224	9961	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Wallemiomycetes	Wallemiaceae		False	True	False	False	unspecified_saprotroph				sugar-rich_substrates		partly_aquatic		filamentous_mycelium	none
F1540922	Wallemia hederae	ingroup	GCA_004918325.1	genus_candidate_requires_species_verification	Wallemia	Wallemia	genus	jrk09224	9961	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Wallemiomycetes	Wallemiaceae		False	True	False	False	unspecified_saprotroph				sugar-rich_substrates		partly_aquatic		filamentous_mycelium	none
F245174	Wallemia ichthyophaga	ingroup	GCF_000400465.1	genus_candidate_requires_species_verification	Wallemia	Wallemia	genus	jrk09224	9961	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Wallemiomycetes	Wallemiaceae		False	True	False	False	unspecified_saprotroph				sugar-rich_substrates		partly_aquatic		filamentous_mycelium	none
F1708541	Wallemia mellicola	ingroup	GCF_000263375.1	genus_candidate_requires_species_verification	Wallemia	Wallemia	genus	jrk09224	9961	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Wallemiomycetes	Wallemiaceae		False	True	False	False	unspecified_saprotroph				sugar-rich_substrates		partly_aquatic		filamentous_mycelium	none
F64504	Allomyces arbusculus	ingroup	GCA_027604705.1	genus_candidate_requires_species_verification	Allomyces	Allomyces	genus	jrk00229	9963	https://doi.org/10.1007/s13225-020-00466-2	Blastocladiomycota	Blastocladiomycetes	Blastocladiaceae		False	False	False	False	soil_saprotroph				soil		non-aquatic		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F64505	Allomyces javanicus	ingroup	GCA_027604645.1	genus_candidate_requires_species_verification	Allomyces	Allomyces	genus	jrk00229	9963	https://doi.org/10.1007/s13225-020-00466-2	Blastocladiomycota	Blastocladiomycetes	Blastocladiaceae		False	False	False	False	soil_saprotroph				soil		non-aquatic		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F28583	Allomyces macrogynus	ingroup	GCA_000151295.1	genus_candidate_requires_species_verification	Allomyces	Allomyces	genus	jrk00229	9963	https://doi.org/10.1007/s13225-020-00466-2	Blastocladiomycota	Blastocladiomycetes	Blastocladiaceae		False	False	False	False	soil_saprotroph				soil		non-aquatic		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F64508	Blastocladiella britannica	ingroup	GCA_025349905.2	genus_candidate_requires_species_verification	Blastocladiella	Blastocladiella	genus	jrk09649	9965	https://doi.org/10.1007/s13225-020-00466-2	Blastocladiomycota	Blastocladiomycetes	Blastocladiaceae		False	False	False	False	soil_saprotroph				soil		non-aquatic		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F4808	Blastocladiella emersonii	ingroup	GCA_025594325.1	genus_candidate_requires_species_verification	Blastocladiella	Blastocladiella	genus	jrk09649	9965	https://doi.org/10.1007/s13225-020-00466-2	Blastocladiomycota	Blastocladiomycetes	Blastocladiaceae		False	False	False	False	soil_saprotroph				soil		non-aquatic		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F109876	Catenaria anguillulae	ingroup	GCA_002102555.1	genus_candidate_requires_species_verification	Catenaria	Catenaria	genus	jrk09650	9968	https://doi.org/10.1007/s13225-020-00466-2	Blastocladiomycota	Blastocladiomycetes	Catenariaceae		False	False	False	False	animal_parasite	animal_decomposer	no_endophytic_capacity		animal_material		partly_freshwater_(partly_non-aquatic)	nematophagous	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F945690	Coelomomyces lativittatus	ingroup	GCA_026937265.1	genus_candidate_requires_species_verification	Coelomomyces	Coelomomyces	genus	jrk01930	9975	https://doi.org/10.1007/s13225-020-00466-2	Blastocladiomycota	Blastocladiomycetes	Coelomomycetaceae		False	False	False	False	animal_parasite	animal_decomposer			animal_material		partly_freshwater_(partly_non-aquatic)	arthropod_parasite	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F3075319	Sorochytrium milnesiophthora	ingroup	GCA_051624525.1	genus_candidate_requires_species_verification	Sorochytrium	Sorochytrium	genus	jrk08153	9972	https://doi.org/10.1007/s13225-020-00466-2	Blastocladiomycota	Blastocladiomycetes	Sorochytriaceae		False	False	False	False	animal_parasite	animal_decomposer	no_endophytic_capacity		animal_material		non-aquatic	animal_parasite	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F1500003	Paraphysoderma sedebokerense	ingroup	GCA_025602915.1	genus_candidate_requires_species_verification	Paraphysoderma	Paraphysoderma	genus	jrk06150	9978	https://doi.org/10.1007/s13225-020-00466-2	Blastocladiomycota	Physodermatomycetes	Paraphysodermataceae		False	False	False	False	algal_parasite		no_endophytic_capacity	algal_parasite	algal_material		freshwater		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F911321	Calcarisporiella thermophila	ingroup	GCF_041956535.1	genus_candidate_requires_species_verification	Calcarisporiella	Calcarisporiella	genus	jrk01301	9980	https://doi.org/10.1007/s13225-020-00466-2	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellaceae		False	True	False	False	soil_saprotroph				soil		non-aquatic		filamentous_mycelium	none
F1555241	Caulochytrium protostelioides	ingroup	GCA_003615045.1	genus_candidate_requires_species_verification	Caulochytrium	Caulochytrium	genus	jrk01501	9982	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Caulochytriomycetes	Caulochytriaceae		False	False	False	False	mycoparasite	fungal_decomposer			fungal_material		non-aquatic		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F1774096	Dinochytrium kinnereticum	ingroup	GCA_027604005.1	genus_candidate_requires_species_verification	Dinochytrium	Dinochytrium	genus	jrk02658	9987	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Chytridiomycetes	Chytridiaceae		False	False	False	False	algal_parasite	pollen_saprotroph	no_endophytic_capacity	algal_parasite	algal_material,pollen		partly_aquatic		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F109932	Entophlyctis luteolus	ingroup	GCA_027604725.1	genus_candidate_requires_species_verification	Entophlyctis	Entophlyctis	genus	jrk02968	9995	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Chytridiomycetes	Chytriomycetaceae		False	False	False	False	litter_saprotroph	algal_parasite		algal_parasite	leaf/fruit/seed,algal_material		freshwater		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F1604274	Cladochytrium tenue	ingroup	GCA_026954515.1	genus_candidate_requires_species_verification	Cladochytrium	Cladochytrium	genus	jrk01801	10064	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Cladochytriomycetes	Cladochytriaceae		True	False	False	False	litter_saprotroph	algal_decomposer			leaf/fruit/seed,algal_material		freshwater		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F109889	Lobulomyces angularis	ingroup	GCA_027604685.1	genus_candidate_requires_species_verification	Lobulomyces	Lobulomyces	genus	jrk04762	10076	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Lobulomycetes	Lobulomycetaceae		False	False	False	False	pollen_saprotroph	vertebrate-associated			pollen,animal_material	keratinolytic	non-aquatic	vertebrate-associated	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F110093	Polychytrium aggregatum	ingroup	GCF_025602895.1	genus_candidate_requires_species_verification	Polychytrium	Polychytrium	genus	jrk06839	10085	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Polychytriomycetes	Polychytriaceae		False	False	False	False	animal-associated	animal_decomposer			animal_material		partly_freshwater_(partly_non-aquatic)	animal-associated	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F2735257	Borealophlyctis nickersoniae	ingroup	GCA_027604605.1	genus_candidate_requires_species_verification	Borealophlyctis	Borealophlyctis	genus	jrk01110	10087	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Rhizophlyctidomycetes	Borealophlyctidaceae		False	False	False	False	soil_saprotroph	litter_saprotroph			leaf/fruit/seed,soil		non-aquatic		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F64517	Rhizophlyctis rosea	ingroup	GCA_027596075.1	genus_candidate_requires_species_verification	Rhizophlyctis	Rhizophlyctis	genus	jrk07562	10088	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidaceae		False	False	False	False	litter_saprotroph	algal_parasite		algal_parasite	leaf/fruit/seed,algal_material		non-aquatic		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F382532	Globomyces pollinis-pini	ingroup	GCA_025399215.1	genus_candidate_requires_species_verification	Globomyces	Globomyces	genus	jrk03431	10099	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Rhizophydiomycetes	Globomycetaceae		False	False	False	False	pollen_saprotroph				pollen		partly_freshwater_(partly_non-aquatic)		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F1396493	Fimicolochytrium jonesii	ingroup	GCF_025526975.1	genus_candidate_requires_species_verification	Fimicolochytrium	Fimicolochytrium	genus	jrk03181	10116	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Spizellomycetes	Powellomycetaceae		False	False	False	False	pollen_saprotroph	algal_parasite		algal_parasite	pollen		partly_freshwater_(partly_non-aquatic)		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F109760	Spizellomyces punctatus	ingroup	GCF_000182565.1	genus_candidate_requires_species_verification	Spizellomyces	Spizellomyces	genus	jrk08253	10126	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Spizellomycetes	Spizellomycetaceae		False	False	False	False	pollen_saprotroph				pollen		partly_freshwater_(partly_non-aquatic)		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F1806994	Synchytrium microbalum	ingroup	GCF_006535985.1	genus_candidate_requires_species_verification	Synchytrium	Synchytrium	genus	jrk08558	10131	https://doi.org/10.1007/s13225-020-00466-2	Chytridiomycota	Synchytriomycetes	Synchytriaceae		False	False	False	False	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)		zoosporic_only	zoosporangium
F34488	Conidiobolus coronatus	ingroup	GCA_001566745.1	genus_candidate_requires_species_verification	Conidiobolus	Conidiobolus	genus	jrk02002	10136	https://doi.org/10.1007/s13225-020-00466-2	Entomophthoromycota	Entomophthoromycetes	Ancylistaceae		False	False	False	False	animal_parasite	animal_decomposer	no_endophytic_capacity		animal_material			animal_parasite/opportunistic_human_parasite	filamentous_mycelium	
F34485	Entomophthora muscae	ingroup	GCA_014839935.2	genus_candidate_requires_species_verification	Entomophthora	Entomophthora	genus	jrk02966	10141	https://doi.org/10.1007/s13225-020-00466-2	Entomophthoromycota	Entomophthoromycetes	Entomophthoraceae		False	False	False	False	animal_parasite	animal_decomposer	no_endophytic_capacity		animal_material		partly_freshwater_(partly_non-aquatic)	animal_parasite	filamentous_mycelium	
F348617	Massospora cicadina	ingroup	GCA_022478985.1	genus_candidate_requires_species_verification	Massospora	Massospora	genus	jrk04957	10145	https://doi.org/10.1007/s13225-020-00466-2	Entomophthoromycota	Entomophthoromycetes	Entomophthoraceae		False	False	False	False	animal_parasite	animal_decomposer	no_endophytic_capacity		animal_material			animal_parasite	filamentous_mycelium	
F76012	Neoconidiobolus thromboides	ingroup	GCA_025603075.1	genus_candidate_requires_species_verification	Neoconidiobolus	Neoconidiobolus	genus		430	https://doi.org/10.1007/s13225-020-00466-2	Entomophthoromycota	Entomophthoromycetes	Ancylistaceae		False	False	False	False	animal_parasite	animal_decomposer	no_endophytic_capacity		animal_material			animal_parasite/opportunistic_human_parasite	filamentous_mycelium	
F144530	Ambispora gerdemannii	ingroup	GCA_910591945.1	genus_candidate_requires_species_verification	Ambispora	Ambispora	genus	jrk00278	10159	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Archaeosporomycetes	Ambisporaceae		False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte						filamentous_mycelium	none
F144679	Ambispora leptoticha	ingroup	GCA_910591765.1	genus_candidate_requires_species_verification	Ambispora	Ambispora	genus	jrk00278	10159	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Archaeosporomycetes	Ambisporaceae		False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte						filamentous_mycelium	none
F50956	Geosiphon pyriformis	ingroup	GCA_016748015.1	genus_candidate_requires_species_verification	Geosiphon	Geosiphon	genus	jrk03382	10163	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Archaeosporomycetes	Geosiphonaceae		False	False	False	False	lichenized	arbuscular_mycorrhizal	root_endophyte				non-aquatic		other	none
F27376	Acaulospora colombiana	ingroup	GCA_910592055.1	genus_candidate_requires_species_verification	Acaulospora	Acaulospora	genus	jrk00048	10164	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Glomeromycetes	Acaulosporaceae		False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte						filamentous_mycelium	none
F1348612	Diversispora epigaea	ingroup	GCA_003547095.1	genus_candidate_requires_species_verification	Diversispora	Diversispora	genus	jrk02740	10168	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Glomeromycetes	Diversisporaceae		False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte						filamentous_mycelium	none
F4874	Gigaspora margarita	ingroup	GCA_009809945.1	genus_candidate_requires_species_verification	Gigaspora	Gigaspora	genus	jrk03402	10178	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Glomeromycetes	Gigasporaceae		False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte						filamentous_mycelium	none
F2562287	Entrophospora sp. SA101	ingroup	GCA_958431285.1	genus_candidate_requires_species_verification	Entrophospora	Entrophospora	genus	jrk02970	10187	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Glomeromycetes	Entrophosporaceae	incompletely_identified_species_label	False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte						filamentous_mycelium	none
F1117311	Funneliformis geosporum	ingroup	GCA_946474995.1	genus_candidate_requires_species_verification	Funneliformis	Funneliformis	genus	jrk03274	10189	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Glomeromycetes	Glomeraceae		False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte						filamentous_mycelium	none
F658196	Glomus cerebriforme	ingroup	GCA_003550305.1	genus_candidate_requires_species_verification	Glomus	Glomus	genus	jrk03475	10190	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Glomeromycetes	Glomeraceae		False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte				partly_freshwater_(partly_non-aquatic)		filamentous_mycelium	none
F588596	Rhizophagus irregularis	ingroup	GCF_026210795.1	genus_candidate_requires_species_verification	Rhizophagus	Rhizophagus	genus	jrk09768	10195	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Glomeromycetes	Glomeraceae		False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte						filamentous_mycelium	none
F144538	Paraglomus brasilianum	ingroup	GCA_910592345.1	genus_candidate_requires_species_verification	Paraglomus	Paraglomus	genus	jrk06100	10202	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Paraglomeromycetes	Paraglomeraceae		False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte						filamentous_mycelium	none
F144539	Paraglomus occultum	ingroup	GCA_910592205.1	genus_candidate_requires_species_verification	Paraglomus	Paraglomus	genus	jrk06100	10202	https://doi.org/10.1007/s13225-020-00466-2	Glomeromycota	Paraglomeromycetes	Paraglomeraceae		False	False	False	False	arbuscular_mycorrhizal	root-associated	root_endophyte						filamentous_mycelium	none
F215637	Dimargaris cristalligena	ingroup	GCA_027576995.1	genus_candidate_requires_species_verification	Dimargaris	Dimargaris	genus	jrk02641	10215	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Dimargaritomycetes	Dimargaritaceae		False	False	False	False	mycoparasite	dung_saprotroph			fungal_material,dung				filamentous_mycelium	
F1520584	Dispira parvispora	ingroup	GCA_027577015.1	genus_candidate_requires_species_verification	Dispira	Dispira	genus	jrk02719	10216	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Dimargaritomycetes	Dimargaritaceae		False	False	False	False	mycoparasite	dung_saprotroph			fungal_material,dung				filamentous_mycelium	
F78921	Tieghemiomyces parasiticus	ingroup	GCA_027575765.1	genus_candidate_requires_species_verification	Tieghemiomyces	Tieghemiomyces	genus	jrk08848	10218	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Dimargaritomycetes	Dimargaritaceae		False	False	False	False	mycoparasite	dung_saprotroph			fungal_material,dung				filamentous_mycelium	
F61424	Furculomyces boomerangus	ingroup	GCA_003086725.1	genus_candidate_requires_species_verification	Furculomyces	Furculomyces	genus	jrk03276	10237	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Harpellomycetes	Legeriomycetaceae		False	False	False	False	animal_endosymbiont		no_endophytic_capacity		leaf/fruit/seed		non-aquatic	animal_endosymbiont	filamentous_mycelium	
F133377	Smittium angustum	ingroup	GCA_003097675.1	genus_candidate_requires_species_verification	Smittium	Smittium	genus	jrk08130	10256	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Harpellomycetes	Legeriomycetaceae		False	False	False	False	animal_endosymbiont		no_endophytic_capacity		leaf/fruit/seed		non-aquatic	animal_endosymbiont	filamentous_mycelium	
F133385	Smittium simulii	ingroup	GCA_003086735.1	genus_candidate_requires_species_verification	Smittium	Smittium	genus	jrk08130	10256	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Harpellomycetes	Legeriomycetaceae		False	False	False	False	animal_endosymbiont		no_endophytic_capacity		leaf/fruit/seed		non-aquatic	animal_endosymbiont	filamentous_mycelium	
F1213189	Zancudomyces culisetae	ingroup	GCA_001969505.1	genus_candidate_requires_species_verification	Zancudomyces	Zancudomyces	genus	jrk08582	10260	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Harpellomycetes	Legeriomycetaceae		False	False	False	False	animal_endosymbiont		no_endophytic_capacity		leaf/fruit/seed		non-aquatic	animal_endosymbiont	filamentous_mycelium	
F2650707	Coemansia brasiliensis	ingroup	GCA_027579605.1	genus_candidate_requires_species_verification	Coemansia	Coemansia	genus	jrk01933	10266	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Kickxellomycetes	Kickxellaceae		False	False	False	False	soil_saprotroph	dung_saprotroph			soil,dung		non-aquatic		filamentous_mycelium	
F4866	Dipsacomyces acuminosporus	ingroup	GCA_027576915.1	genus_candidate_requires_species_verification	Dipsacomyces	Dipsacomyces	genus	jrk02694	10267	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Kickxellomycetes	Kickxellaceae		False	False	False	False	soil_saprotroph				soil		non-aquatic		filamentous_mycelium	
F61397	Kickxella alabastrina	ingroup	GCF_025024165.1	genus_candidate_requires_species_verification	Kickxella	Kickxella	genus	jrk04316	10268	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Kickxellomycetes	Kickxellaceae		False	False	False	False	soil_saprotroph				soil		non-aquatic		filamentous_mycelium	
F61395	Linderina pennispora	ingroup	GCF_002104995.1	genus_candidate_requires_species_verification	Linderina	Linderina	genus	jrk04724	10269	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Kickxellomycetes	Kickxellaceae		False	False	False	False	soil_saprotroph				soil		non-aquatic		filamentous_mycelium	
F304332	Ramicandelaber brevisporus	ingroup	GCA_025201865.1	genus_candidate_requires_species_verification	Ramicandelaber	Ramicandelaber	genus	jrk07438	10278	https://doi.org/10.1007/s13225-020-00466-2	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberaceae		False	False	False	False	soil_saprotroph				soil		non-aquatic		filamentous_mycelium	
F164912	Astathelohania contejeani	ingroup	GCA_014805555.1	no_exact_genus_match	Astathelohania										False	False	False	False										
F70536	Edhazardia aedis	ingroup	GCA_000230595.3	genus_candidate_requires_species_verification	Edhazardia	Edhazardia	genus	jrk02840	10530	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Amblyosporidae		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F6035	Encephalitozoon cuniculi	ingroup	GCF_000091225.2	genus_candidate_requires_species_verification	Encephalitozoon	Encephalitozoon	genus	jrk02891	10688	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Encephalitozoonidae		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F174680	Glugoides intestinalis	ingroup	GCA_052576065.1	genus_candidate_requires_species_verification	Glugoides	Glugoides	genus	jrk03481	10711	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Nosematida family incertae sedis		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F174688	Gurleya vavrai	ingroup	GCA_052575965.1	genus_candidate_requires_species_verification	Gurleya	Gurleya	genus	jrk10144	10552	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Gurleyidae		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F1176355	Hamiltosporidium tvaerminnensis	ingroup	GCA_022605425.2	genus_candidate_requires_species_verification	Hamiltosporidium	Hamiltosporidium	genus	jrk10139	10640	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Microsporidea family incertae sedis		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F1081669	Hepatospora eriocheir	ingroup	GCA_002087885.1	genus_candidate_requires_species_verification	Hepatospora	Hepatospora	genus	jrk03810	10693	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Enterocytozoonidae		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F1300064	Nucleospora cyclopteri	ingroup	GCA_049996435.1	genus_candidate_requires_species_verification	Nucleospora	Nucleospora	genus	jrk05819	10694	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Enterocytozoonidae		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F3039483	Ordospora pajunii	ingroup	GCF_021821965.1	genus_candidate_requires_species_verification	Ordospora	Ordospora	genus	jrk05956	10721	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Ordosporidae		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F291195	Tubulinosema ratisbonensis	ingroup	GCA_004000155.1	genus_candidate_requires_species_verification	Tubulinosema	Tubulinosema	genus	jrk09108	10687	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Tubulinosematidae		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F6039	Vairimorpha necatrix	ingroup	GCF_036630325.1	genus_candidate_requires_species_verification	Vairimorpha	Vairimorpha	genus	jrk09218	10720	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Nosematidae		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F103449	Vavraia culicis	ingroup	GCF_000192795.1	genus_candidate_requires_species_verification	Vavraia	Vavraia	genus	jrk09256	10583	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Microsporidea	Pleistophoridae		False	True	False	False	animal_parasite		no_endophytic_capacity					animal_parasite	unicellular-aflagellate_(non-yeast)	none
F82268	Hyaloraphidium curvatum	ingroup	GCA_025558095.1	genus_candidate_requires_species_verification	Hyaloraphidium	Hyaloraphidium	genus	jrk03959	10301	https://doi.org/10.1007/s13225-020-00466-2	Monoblepharomycota	Hyaloraphidiomycetes	Hyaloraphidiaceae		False	False	False	False	litter_saprotroph	algal_decomposer			leaf/fruit/seed,algal_material		freshwater		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F1123529	Gonapodya prolifera	ingroup	GCA_001574975.1	genus_candidate_requires_species_verification	Gonapodya	Gonapodya	genus	jrk03506	10302	https://doi.org/10.1007/s13225-020-00466-2	Monoblepharomycota	Monoblepharidomycetes	Gonapodyaceae		False	False	False	False	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F2725673	Gonapodya sp. JEL0774	ingroup	GCA_027604505.1	genus_candidate_requires_species_verification	Gonapodya	Gonapodya	genus	jrk03506	10302	https://doi.org/10.1007/s13225-020-00466-2	Monoblepharomycota	Monoblepharidomycetes	Gonapodyaceae	incompletely_identified_species_label	False	False	False	False	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F1343610	Actinomortierella ambigua	ingroup	GCA_016098155.1	no_exact_genus_match	Actinomortierella										False	False	False	False										
